,adult,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count
40105,False,,0,[],http://www.cambioderuta.com.mx/,267802,tt2329188,es,Cambio de Ruta,"Nicté is the best Tourist Guide in the Riviera Maya, her tours are full of unique adventures! She takes tourists to spectacular places where nobody dares to go: swimming in cenotes, tossing for zip lines, snorkeling with turtles and trying local delicacies are some of the experiences her customers will never forget. Suddenly, the local company she works for is bought by a multinational and Nicté will be forced to start from scratch to form her own company.",0.876897,/t50vNfcH8mPEI9LWlKu1ncxmPJU.jpg,[],[],2014-05-23,0.0,0.0,"[{'iso_639_1': 'es', 'name': 'Español'}]",Released,,Cambio de Ruta,False,7.4,8.0
38099,False,,0,"[{'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}]",,38243,tt0080725,en,Fatty Finn,"The time is the 1930's. Australia like the rest of the world is in the grip of depression. For Aussie's one man lifted their spirits, Don Bradman. Arguably one of the greatest sportsmen of any sport, The Don's cricketing prowess was a ray of sunshine to all Australian, especially to one Hubert ""Fatty"" Finn. He had a dream, to own a crystal set ( very early radio receiver) so as to listen to Bradman flay the Pom's ( English) in the upcoming Ashes Test match. However that took money to buy and times were hard. Fatty uses his enterprise to raise money and promptly loses it as misfortune strikes time and again. Then of course his arch rival Bruiser Murphy is also plotting Fatty's downfall. If he can only win the goat race again he will have enough to pay for the crystal set; or will Bruiser Murphy gazump him? With his band of friends plus Trumper the frog and Hector the goat Fatty sets out to win the day. Hurray for Fatty Finn. Oh yes and Bradman made a record score in the test.",0.432522,/mBNhu1BBh2XEnkHwMVEY9gp1sNh.jpg,[],[],1980-12-18,0.0,91.0,[],Released,,Fatty Finn,False,6.7,3.0
9329,False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",,10981,tt0298482,en,Nothing,"The film tells the story of two good friends who live together, Andrew (Andrew Miller), an agoraphobic travel agent who works from his home, and Dave (David Hewlett), a loser who works in an office where he is treated with contempt. Just when it seems things can't get any worse for the two, the entire world outside of their house disappears and is replaced with an endless white void.",7.121398,/wgHcU0xp1txh21S9qdUUUr0d65x.jpg,[],"[{'iso_3166_1': 'CA', 'name': 'Canada'}]",2003-09-09,0.0,90.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Nothing,False,5.8,38.0
27626,False,,0,"[{'id': 18, 'name': 'Drama'}]",,92257,tt0029706,fr,Un carnet de bal,"After the death of her husband, Christine realizes she has possibly wasted her life by marrying him instead of the man towards whom, in her youth, she had a stronger inclination. To overcome these dreary thoughts, she decides to find out about him and the other men who danced with her during a ball that was a turning point in her life, many years ago. She pays a visit to those forgotten acquaintances one after the other; Christine is not only surprised to see how they have fared, but also discovers the impact she had, unknowingly, on the feelings and the destiny of these persons.",0.164692,/tPADywHV63owf9sYsROVbRzmfB2.jpg,"[{'name': 'Productions Sigma', 'id': 14550}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",1937-09-09,0.0,130.0,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,,Dance Program,False,7.3,3.0
23316,False,,0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",,177552,tt1817276,en,A Resurrection,A down to earth school psychologist tries to help a mentally ill student who actually believes his brother is coming back from the grave for revenge on the students who killed him.,4.555887,/6nyAfCEL4KrTT9t96UJeS3Dd6Cv.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2013-03-21,0.0,98.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,A Resurrection,False,3.9,14.0
2092,False,,4258000,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",,31667,tt0039694,en,The Paradine Case,"The beautiful Mrs. Paradine is accused of poisoning her older, blind husband. She hires married Anthony Keane as her lawyer and when he begins to fall in love with her, she encourages him.",3.983539,/kSlUZFHmAqqSE7A1LoHDqgzrIMy.jpg,"[{'name': 'The Selznik Studio', 'id': 62}, {'name': 'Vanguard Films', 'id': 614}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1947-12-31,0.0,125.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,The Paradine Case,False,6.3,42.0
9487,False,,0,"[{'id': 99, 'name': 'Documentary'}]",,59196,tt0383475,en,Lost Boys of Sudan,"Lost Boys of Sudan is a feature-length documentary that follows two Sudanese refugees on an extraordinary journey from Africa to America. Orphaned as young boys in one of Africa's cruelest civil wars, Peter Dut and Santino Chuor survived lion attacks and militia gunfire to reach a refugee camp in Kenya along with thousands of other children. From there, remarkably, they were chosen to come to America. Safe at last from physical danger and hunger, a world away from home, they find themselves confronted with the abundance and alienation of contemporary American suburbia",0.160637,/s6CRkVMYrWUMRiDLY5gUgEOa75w.jpg,[],[],2003-04-24,0.0,87.0,[],Released,,Lost Boys of Sudan,False,7.7,3.0
1694,False,"{'id': 134011, 'name': 'The Fugitive / U.S. Marshals Collection', 'poster_path': '/idhUzfuEC24PTYhkWasivjoA3O0.jpg', 'backdrop_path': '/9xbrJQoHkTgkXY8oDsTmND0FiEX.jpg'}",60000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 28, 'name': 'Action'}]",,11808,tt0120873,en,U.S. Marshals,"U.S. Marshal Sam Gerard is accompanying a plane load of convicts from Chicago to New York. The plane crashes spectacularly, and Mark Sheridan escapes. But when Diplomatic Security Agent John Royce is assigned to help Gerard recapture Sheridan, it becomes clear that Sheridan is more than just another murderer.",8.462364,/3uixF2pHa0whTKcYmenDrArX0II.jpg,"[{'name': 'Kopelson Entertainment', 'id': 824}, {'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1998-03-06,102367405.0,131.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The cop who won't stop is back. But this time he's chasing down a lot more than a fugitive.,U.S. Marshals,False,6.2,383.0
41435,False,,0,"[{'id': 99, 'name': 'Documentary'}]",,200655,tt0073193,en,Janis,"Released just a few years after her death, this forms a picture of who Janis was through interviews and performance clips.",0.001021,/h15Fz3A5qQQT2lDP8ubkKf3pwL2.jpg,[],"[{'iso_3166_1': 'CA', 'name': 'Canada'}]",1974-10-18,0.0,96.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Janis,False,7.8,5.0
27534,False,,0,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}]",,80142,tt1121969,fr,Isabelle au bois dormant,"Princess Betty sleeps in a narcoleptic stupor. The king appeals to his subjects to wake her, and several respond: Uncle Henry VIII, Aunt Victoria, an emotional alien, a cool witch and a handsome prince. This worthy Prince Charles lookalike has to leave his royal suburb to save the princess, but will Betty be wakened with just a kiss?",0.219727,/5uXsrY7cE1Sp3U4aAerMPbOb6hC.jpg,[],"[{'iso_3166_1': 'CA', 'name': 'Canada'}]",2007-01-01,0.0,9.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Sleeping Betty,False,7.0,3.0
30195,False,,0,"[{'id': 35, 'name': 'Comedy'}]",,250235,tt3237406,it,Tutta colpa di Freud,"Francesco Taramelli is a psychoanalyst who is dealing with three patients going through various hurdles in their love lives: Marta is chasing a deaf-mute man who has stolen things from her book shop, Sara is a lesbian who was left by her girlfriend just after she proposed to her, and 18-year-old Emma is seeing a 50-year-old architect called Alessandro, who is already married. Unfortunately, these three patients are Francesco's three beloved daughters.",4.221003,/8BMDSuE6PbEleIcWbEUmq2BPEsP.jpg,"[{'name': 'Medusa Film', 'id': 6246}, {'name': 'Lotus Production', 'id': 19916}]","[{'iso_3166_1': 'IT', 'name': 'Italy'}]",2014-01-23,0.0,120.0,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",Released,,Tutta colpa di Freud,False,6.5,162.0
24339,False,,0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",,34658,tt0078884,cn,搏命單刀奪命搶,"Hailed as possibly the greatest classical weapons movie ever made and starring world-renowned martial arts master, director and action-choreographer, Sammo Hung. This film showcases some of the most spectacular and intricate weapons duels ever committed to film.  Sammo Hung and Lau Kar Wing play dual roles as both masters and students of the sword and spear styles of kung fu. Comic mayhem ensues when the students get kidnapped and the masters must rescue them.",1.058969,/5s0xNELcxSV4AcdZFOWS3gKRkAP.jpg,"[{'name': 'Gar Bo Films Company', 'id': 39255}]","[{'iso_3166_1': 'HK', 'name': 'Hong Kong'}]",1979-08-09,0.0,97.0,"[{'iso_639_1': 'cn', 'name': '广州话 / 廣州話'}]",Released,,The Odd Couple,False,6.1,5.0
43674,False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}]",,371833,tt4974584,en,Harry Price: Ghost Hunter,"When MP's wife Grace Goodwin is found naked on a London street, Harry Price is summoned to investigate claims that her house is haunted.",0.618162,/bAA32NYV8jwOVG4pdgRvbQdTZgX.jpg,"[{'name': 'Bentley Productions', 'id': 70930}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2015-12-27,0.0,90.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Harry Price: Ghost Hunter,False,5.4,14.0
26859,False,,0,"[{'id': 35, 'name': 'Comedy'}]",,43603,tt0026023,en,Zouzou,Zou Zou tries to help her childhood friend prove his innocence after he's accused of murder.,0.04185,/irIhiCYowznhyHK0XgsP4MZBNT2.jpg,"[{'name': 'Productions Arys', 'id': 61259}, {'name': 'Les Films H. Roussillon', 'id': 61260}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",1934-12-21,0.0,92.0,"[{'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'en', 'name': 'English'}]",Rumored,,Zouzou,False,5.0,1.0
41351,False,,0,[],,324013,tt0094562,en,Tanner '88,"In 1988, renegade filmmaker Robert Altman and Pulitzer Prize–winning Doonesbury cartoonist Garry Trudeau created a presidential candidate, ran him alongside the other hopefuls during the primary season, and presented their media campaign as a cross between a soap opera and TV news. The result was the groundbreaking Tanner ’88, a piercing satire of media-age American politics, in which actors Michael Murphy (as contender Jack Tanner) and Cynthia Nixon (as his daughter) rub elbows on the campaign trail with real-life political players Jesse Jackson, Gary Hart, Bob Dole, Ralph Nader, Kitty Dukakis, and Gloria Steinem, among many others. The Criterion Collection is proud to present the complete eleven-episode television series—more relevant today than ever.",0.04122,/lF80nAEozDiJKBZYjbiwWlYo5cc.jpg,[],[],1988-02-15,0.0,353.0,[],Released,,Tanner '88,False,0.0,0.0
15075,False,,0,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",,31561,tt0038390,en,Caesar and Cleopatra,The aging Caesar finds himself intrigued by the young Egyptian queen. Adapted by George Bernard Shaw from his own play.,1.057669,/hy51EWjDmVmq4TO7GD542GLhux6.jpg,"[{'name': 'Gabriel Pascal Productions', 'id': 14028}, {'name': 'Independent Producers', 'id': 14029}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1945-12-11,0.0,138.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The most lavish picture ever on the screen!,Caesar and Cleopatra,False,6.6,13.0
17262,False,,0,"[{'id': 18, 'name': 'Drama'}]",,56231,tt0066919,it,La classe operaia va in paradiso,A conscientious factory worker gets his finger cut off by a machine. The accident causes him to become more involved in political and revolutionary groups.,2.397549,/zIJWFle1EVqowrsAx5U9lrSTUbS.jpg,"[{'name': 'Euro International Films', 'id': 1110}]","[{'iso_3166_1': 'IT', 'name': 'Italy'}]",1971-09-17,0.0,125.0,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",Released,,The Working Class Goes to Paradise,False,7.0,30.0
43452,False,,0,"[{'id': 99, 'name': 'Documentary'}]",http://www.uncertainfilm.com,333295,tt2630352,en,Uncertain,"A keen observation of a sun-dappled and still-watered swamp, Uncertain contemplates a frequently overlooked and enigmatic town whose lake, and only real source of income, comes under threat from an aquatic nuisance of the botanical variety. Perhaps unsurprisingly for a site so-named, there is a lack of consensus about the Texas town's origin: whether the result of a surveyor's confusion when marking an early map, or steamboat captains' belief that docking there was an unknowable, impossible task, an auspicious beginning is offered for the unsettled and yearning inhabitants.",0.415139,/6LpJlqR9vBpc50zRKDo3Hzl7L9J.jpg,"[{'name': 'Lucid', 'id': 87714}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2017-03-09,0.0,82.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Uncertain,False,5.0,1.0
20211,False,,0,"[{'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}]",,46500,tt0088379,en,The Warrior and the Sorceress,"The mighty warrior, Kain, crosses the barren wastelands of the planet Ura, where two arch enemies, Zeg and the evil degenerate Balcaz, fight incessantly for control of the village's only well. Kain sees his opportunity and announces that his sword is for hire... but his eyes stay clearly on the beautiful captive sorceress Naja, and his newly awakened purpose.",1.650324,/sJCf4EGnEC1PwEy0nLMs3YQzgUh.jpg,"[{'name': 'New Horizon Picture Corp.', 'id': 6086}]","[{'iso_3166_1': 'AR', 'name': 'Argentina'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1984-09-07,0.0,81.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,An age undreamed of. An age of mystery and magic. Of swords and sorcery.,The Warrior and the Sorceress,False,3.3,10.0
45346,False,,2000000,"[{'id': 37, 'name': 'Western'}, {'id': 878, 'name': 'Science Fiction'}]",,36139,tt1388432,en,High Plains Invaders,"It's the Old Western times and an outlaw named Sam Phoenix (James Marsters, Angel) is about get hanged. But just before the noose tightens, the town is besieged by a lethal alien invader with a laser-shooting stingray and a crazy Sarlacc mouth. The townsfolk scramble but get promptly smoked, save for a handful of survivors led by Phoenix.",1.225217,/nSyNyMQE1VjsQVxbGWseX1QlFKN.jpg,"[{'name': 'Castel Film Romania', 'id': 1370}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}]",2009-08-30,0.0,87.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,High Plains Invaders,False,5.3,9.0
27364,False,,0,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",,82243,tt0247394,hi,गुमनाम,"Gumnaam is a 1965 Indian suspense thriller film directed by Raja Nawathe, starring Manoj Kumar, Nanda, Pran, Helen and Mehmood.  Eight people are trapped on an island when their plane abandons them. They find a large mansion whose butler is expecting them. Then one by one, they die...",0.277045,/qukaVK91Ca2eLJckZbWgAId9SeK.jpg,"[{'name': 'Prithvi Pictures', 'id': 65085}]","[{'iso_3166_1': 'IN', 'name': 'India'}]",1965-02-06,0.0,151.0,"[{'iso_639_1': 'hi', 'name': 'हिन्दी'}]",Released,And then there were none...,Gumnaam,False,4.5,2.0
26400,False,,0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",,42904,tt0419373,en,Supernova,"A international science conference is held in Australia when Dr. Austin Shepard mysteriously disappears Dr. Shepard's colleague, Christopher Richardson and other people are soon faced with the reality of an impending crisis and an attempt to keep the information from the public. While a full-blown supernova does not occur, explosions on the sun cause massive damage in Australia, and is shown often in Sydney and in various other cities and countries of the world.",6.416966,/mRA25MF1nWGm6fzCJPBhAS03WES.jpg,"[{'name': 'Larry Levinson Productions', 'id': 3282}, {'name': 'Hallmark Entertainment', 'id': 4056}, {'name': 'Film Afrika Worldwide', 'id': 4792}, {'name': 'Silverstar Ltd.', 'id': 6355}, {'name': 'The Department of Trade and Industry of South Africa', 'id': 10884}]","[{'iso_3166_1': 'ZA', 'name': 'South Africa'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2005-09-05,0.0,172.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The day the world catches fire,Supernova,False,3.1,14.0
6035,False,,0,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",http://www.miramax.com/movie/into-the-west/,33221,tt0104522,en,Into the West,"Accused of a crime they didn't commit, two city kids and a magical horse are about to become the coolest outlaws ever to ride Into The West.",1.979369,/2penaUnqg1Vme6qfTUBFiQKlE6s.jpg,"[{'name': 'Channel Four Films', 'id': 181}]","[{'iso_3166_1': 'IE', 'name': 'Ireland'}]",1992-10-23,0.0,97.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,A magical Adventure begins ...,Into the West,False,6.8,8.0
